ma,ten,ten_eg
QG0552,Quản lí và lãnh đạo nhà trường,                              
838071,Marketing căn bản,                              
833351,Kinh tế quốc tế,
233037,Thực tập tốt nghiệp (CQK),                              
842024,Quản trị học căn bản,                              
316097,(TN) PP dạy học Âm nhạc,                              
803116,Hóa dầu,                              
736057,Nghiệp vụ công tác văn thư,                              
809086,Chuyên đề làm văn,                              
739098,Thực tập tốt nghiệp (CTV),                              
816075,Dàn dựng chương trình nghệ thuật tổng hợp 1,                              
838059,Kỹ năng Đọc 3,                              
846324,Quản lí người học trong cơ sở giáo dục,
331021,Công nghệ phần mềm,                              
846311,Lao động và nhân cách của người chuyên viên QLGD và hành chính giáo dục,
833004,Xác suất thống kê,                              
119046,Địa 1,                              
806415,Sinh học phát triển cá thể,
206019,Thực tập nghiên cứu thiên nhiên,                              
717063,Tranh chất liệu,                              
231005,Lập trình căn bản (1),                              
361099,(TN) Chủ nghĩa xã hội khoa học,                              
741063,Phân tích thiết kế hệ thống thông tin,                              
822311,Tiếng Anh chuyên ngành Lịch sử - Địa lí,
846030,Tâm lý học cá nhân & xã hội,                              
850054,Kỹ thuật thông tin quang,                              
204031,Đồ họa,                              
847025,Thanh nhạc 1A,                              
235017,Đại cương Văn hóa Việt nam,                              
802306,Phân tích chương trình vật lý THCS1,
841004,Nhập môn máy tính,                              
816422,Nhạc cụ 5,
835030,TA chuyên ngành VH-DL,                              
843023,Luật dân sự La Mã,                              
850014,Toán kỹ thuật,                              
835067,"QTKD Lữ hành, Nhà hàng – Khách sạn",                              
802411,Lý luận dạy học vật lý hiện đại,
839119,Tài trợ thư viện,                              
864005,Giải tích 1,                              
841048,Phân tích thiết kế hệ thống thông tin,                              
301032,Hình học Afin và Hình học Euclide,                              
100097,(TN) Văn - Tiếng Việt,                              
O11001,Địa lí tự nhiên,                              
841069,Kĩ thuật lập trình trên thiết bị di động,                              
820401,Các giá trị truyền thống của dân tộc Việt Nam,
802312,Thực hành sư phạm THCS 3,
862406,Giáo dục quốc phòng và an ninh I,
736117,Marketing căn bản,                              
815077,Mỹ thuật 2,                              
O32002,Kế toán tài chính,                              
H65002,Pháp luật đại cương,                              
301022,Lý thuyết số,                              
839410,Thư viện số,
211014,Phương pháp dạy học địa lí (đại cương),                              
209016,Phương pháp dạy-học Văn học,                              
820022,Tôn giáo học,                              
806405,Giải phẫu học người,
311015,Địa lý du lịch Việt Nam,                              
708099,Khóa luận tốt nghiệp (CKG),                              
846335,Quản lí ngành giáo dục chuyên nghiệp,
